   1.0000000e+00	   1.3753000e+02	
   2.0000000e+00	   1.3723000e+02	
   3.0000000e+00	   1.3724000e+02	
   4.0000000e+00	   1.3728000e+02	
   5.0000000e+00	   1.3696000e+02	
   6.0000000e+00	   1.3762000e+02	
   7.0000000e+00	   1.3745000e+02	
   8.0000000e+00	   1.3729000e+02	
   9.0000000e+00	   1.3761000e+02	
   1.0000000e+01	   1.3714000e+02	
   1.1000000e+01	   1.3738000e+02	
   1.2000000e+01	   1.3736000e+02	
   1.3000000e+01	   1.3745000e+02	
   1.4000000e+01	   1.3745000e+02	
   1.5000000e+01	   1.3727000e+02	
   1.6000000e+01	   1.3740000e+02	
   1.7000000e+01	   1.3738000e+02	
   1.8000000e+01	   1.3749000e+02	
   1.9000000e+01	   1.3756000e+02	
   2.0000000e+01	   1.3757000e+02	
   2.1000000e+01	   1.3727000e+02	
   2.2000000e+01	   1.3741000e+02	
   2.3000000e+01	   1.3722000e+02	
   2.4000000e+01	   1.3723000e+02	
   2.5000000e+01	   1.3740000e+02	
   2.6000000e+01	   1.3763000e+02	
   2.7000000e+01	   1.3728000e+02	
   2.8000000e+01	   1.3746000e+02	
   2.9000000e+01	   1.3737000e+02	
   3.0000000e+01	   1.3757000e+02	
   3.1000000e+01	   1.3724000e+02	
   3.2000000e+01	   1.3740000e+02	
   3.3000000e+01	   1.3748000e+02	
   3.4000000e+01	   1.3757000e+02	
   3.5000000e+01	   1.3763000e+02	
   3.6000000e+01	   1.3741000e+02	
   3.7000000e+01	   1.3718000e+02	
   3.8000000e+01	   1.3729000e+02	
   3.9000000e+01	   1.3724000e+02	
   4.0000000e+01	   1.3775000e+02	
   4.1000000e+01	   1.3731000e+02	
   4.2000000e+01	   1.3751000e+02	
   4.3000000e+01	   1.3737000e+02	
   4.4000000e+01	   1.3753000e+02	
   4.5000000e+01	   1.3729000e+02	
   4.6000000e+01	   1.3719000e+02	
   4.7000000e+01	   1.3719000e+02	
   4.8000000e+01	   1.3747000e+02	
   4.9000000e+01	   1.3737000e+02	
   5.0000000e+01	   1.3737000e+02	
   5.1000000e+01	   1.3761000e+02	
   5.2000000e+01	   1.3744000e+02	
   5.3000000e+01	   1.3743000e+02	
   5.4000000e+01	   1.3764000e+02	
   5.5000000e+01	   1.3728000e+02	
