-4.21728e-06	1.88654e-06	-4.29834e-06	1.83265e-06	 3.4001e-06	5.46644e-06	-5.01216e-06	1.79021e-06	3.06535e-06	-5.52009e-06	-2.43348e-06	
1.88654e-06	-3.43286e-06	4.32752e-06	-5.00325e-06	-4.78212e-06	-9.56114e-07	-4.06089e-07	3.86148e-06	2.92545e-06	2.20172e-06	-3.43228e-06	
-4.29834e-06	4.32752e-06	-3.70142e-06	4.29714e-06	5.01705e-06	  3.645e-06	-2.49971e-06	-1.54776e-06	-2.29266e-07	-4.4926e-06	9.10856e-07	
1.83265e-06	-5.00325e-06	4.29714e-06	-3.66313e-06	-4.7635e-06	-8.99366e-07	-4.6323e-07	 3.8967e-06	2.97105e-06	2.14934e-06	-3.47291e-06	
 3.4001e-06	-4.78212e-06	5.01705e-06	-4.7635e-06	-3.63989e-06	-2.60156e-06	1.31941e-06	2.61709e-06	1.41772e-06	3.65439e-06	-2.04778e-06	
5.46644e-06	-9.56114e-07	  3.645e-06	-8.99366e-07	-2.60156e-06	-4.26957e-06	5.38063e-06	-2.69227e-06	-3.84569e-06	5.37674e-06	3.28305e-06	
-5.01216e-06	-4.06089e-07	-2.49971e-06	-4.6323e-07	1.31941e-06	5.38063e-06	-4.42505e-06	3.78323e-06	4.69315e-06	-4.83493e-06	-4.26308e-06	
1.79021e-06	3.86149e-06	-1.54776e-06	 3.8967e-06	2.61709e-06	-2.69227e-06	3.78322e-06	-3.69999e-06	-5.0575e-06	 1.4517e-06	5.15248e-06	
3.06535e-06	2.92545e-06	-2.29266e-07	2.97105e-06	1.41772e-06	-3.84569e-06	4.69315e-06	-5.0575e-06	-3.78466e-06	2.75872e-06	5.22192e-06	
-5.52009e-06	2.20172e-06	-4.4926e-06	2.14934e-06	3.65439e-06	5.37674e-06	-4.83493e-06	 1.4517e-06	2.75872e-06	-4.1799e-06	-2.10787e-06	
-2.43348e-06	-3.43228e-06	9.10856e-07	-3.47291e-06	-2.04778e-06	3.28305e-06	-4.26308e-06	5.15248e-06	5.22192e-06	-2.10787e-06	-3.91078e-06	
