          1	  -0.358195	   0.799513	   -0.34801	  -0.639615	  -0.983052	   0.903283	  -0.334727	  -0.565229	   0.997831	   0.451981	
  -0.358195	          1	  -0.847175	   0.999941	   0.946797	   0.180964	  0.0770247	  -0.759891	  -0.567735	  -0.418873	   0.670941	
   0.799513	  -0.847175	          1	  -0.841341	  -0.973096	  -0.675849	   0.464481	   0.298381	  0.0435877	   0.837315	   -0.17443	
   -0.34801	   0.999941	  -0.841341	          1	   0.943237	   0.170246	  0.0878747	  -0.766923	  -0.576663	  -0.408963	   0.678974	
  -0.639615	   0.946797	  -0.973096	   0.943237	          1	   0.487853	  -0.247948	  -0.510257	  -0.272595	  -0.688825	   0.396604	
  -0.983052	   0.180964	  -0.675849	   0.170246	   0.487853	          1	  -0.966629	   0.501805	   0.706881	  -0.968854	  -0.607852	
   0.903283	  0.0770247	   0.464482	  0.0878747	  -0.247948	  -0.966629	          1	  -0.706649	  -0.864496	   0.873084	   0.790987	
  -0.334727	  -0.759891	   0.298381	  -0.766923	  -0.510257	   0.501805	  -0.706649	          1	   0.966546	  -0.271976	  -0.991861	
  -0.565229	  -0.567735	  0.0435877	  -0.576663	  -0.272595	   0.706881	  -0.864495	   0.966546	          1	  -0.509704	  -0.991337	
   0.997831	  -0.418873	   0.837315	  -0.408963	  -0.688825	  -0.968853	   0.873083	  -0.271976	  -0.509704	          1	   0.392286	
   0.451981	   0.670941	   -0.17443	   0.678974	   0.396604	  -0.607852	   0.790987	  -0.991861	  -0.991337	   0.392286	          1	
