   0.754229	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	
          0	   0.636393	          0	          0	          0	          0	          0	          0	          0	          0	          0	
          0	          0	   0.660998	          0	          0	          0	          0	          0	          0	          0	          0	
          0	          0	          0	   0.746411	          0	          0	          0	          0	          0	          0	          0	
          0	          0	          0	          0	   0.685871	          0	          0	          0	          0	          0	          0	
          0	          0	          0	          0	          0	   0.764119	          0	          0	          0	          0	          0	
          0	          0	          0	          0	          0	          0	   0.885365	          0	          0	          0	          0	
          0	          0	          0	          0	          0	          0	          0	   0.684813	          0	          0	          0	
          0	          0	          0	          0	          0	          0	          0	          0	    0.65737	          0	          0	
          0	          0	          0	          0	          0	          0	          0	          0	          0	   0.745622	          0	
          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0.758305	
