1.32586e-06	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	
          0	1.57136e-06	          0	          0	          0	          0	          0	          0	          0	          0	          0	
          0	          0	1.51286e-06	          0	          0	          0	          0	          0	          0	          0	          0	
          0	          0	          0	1.33975e-06	          0	          0	          0	          0	          0	          0	          0	
          0	          0	          0	          0	  1.458e-06	          0	          0	          0	          0	          0	          0	
          0	          0	          0	          0	          0	 1.3087e-06	          0	          0	          0	          0	          0	
          0	          0	          0	          0	          0	          0	1.12948e-06	          0	          0	          0	          0	
          0	          0	          0	          0	          0	          0	          0	1.46025e-06	          0	          0	          0	
          0	          0	          0	          0	          0	          0	          0	          0	1.52121e-06	          0	          0	
          0	          0	          0	          0	          0	          0	          0	          0	          0	1.34116e-06	          0	
          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	1.31873e-06	
