         -1	   0.495817	   -1.08793	   0.466269	   0.867823	    1.28824	   -1.16025	   0.453198	   0.767274	   -1.31476	  -0.599212	
   0.495817	         -1	    1.21402	   -1.41091	   -1.35284	  -0.249741	  -0.104192	    1.08349	   0.811616	   0.581234	  -0.936749	
   -1.08793	    1.21402	         -1	    1.16699	    1.36685	   0.916897	  -0.617655	  -0.418234	 -0.0612551	   -1.14217	   0.239405	
   0.466269	   -1.41091	    1.16699	         -1	   -1.30454	  -0.227415	  -0.115057	    1.05845	   0.797942	   0.549282	  -0.917563	
   0.867823	   -1.35284	    1.36685	   -1.30454	         -1	   -0.65993	   0.328758	    0.71314	   0.381974	   0.936889	  -0.542759	
    1.28824	  -0.249741	   0.916897	  -0.227415	   -0.65993	         -1	    1.23789	  -0.677372	  -0.956684	    1.27275	   0.803442	
   -1.16025	  -0.104192	  -0.617655	  -0.115057	   0.328758	    1.23789	         -1	   0.934982	    1.14681	   -1.12421	   -1.02478	
   0.453198	    1.08349	  -0.418234	    1.05845	    0.71314	  -0.677372	   0.934982	         -1	   -1.35152	   0.369143	    1.35452	
   0.767274	   0.811616	 -0.0612551	   0.797942	   0.381974	  -0.956684	    1.14681	   -1.35152	         -1	   0.693604	    1.35733	
   -1.31476	   0.581234	   -1.14217	   0.549282	   0.936889	    1.27275	   -1.12421	   0.369143	   0.693604	         -1	   -0.52135	
  -0.599212	  -0.936749	   0.239405	  -0.917563	  -0.542759	   0.803442	   -1.02478	    1.35452	    1.35733	   -0.52135	         -1	
