   0.0000000e+00	  -6.8740000e+01	
   6.2500000e-02	  -6.7860000e+01	
   1.2500000e-01	  -6.7280000e+01	
   1.8750000e-01	  -6.8250000e+01	
   2.5000000e-01	  -7.1590000e+01	
   3.1250000e-01	  -7.3800000e+01	
   3.7500000e-01	  -7.6780000e+01	
   4.3750000e-01	  -7.8620000e+01	
   5.0000000e-01	  -8.0260000e+01	
   5.6250000e-01	  -8.2430000e+01	
   6.2500000e-01	  -8.2020000e+01	
   6.8750000e-01	  -8.1180000e+01	
   7.5000000e-01	  -8.0030000e+01	
   8.1250000e-01	  -7.6660000e+01	
   8.7500000e-01	  -7.4320000e+01	
   9.3750000e-01	  -7.0420000e+01	
   1.0000000e+00	  -6.9020000e+01	
   1.0625000e+00	  -6.6920000e+01	
   1.1250000e+00	  -6.7790000e+01	
   1.1875000e+00	  -6.8250000e+01	
   1.2500000e+00	  -7.0530000e+01	
   1.3125000e+00	  -7.4150000e+01	
   1.3750000e+00	  -7.6550000e+01	
   1.4375000e+00	  -7.8510000e+01	
   1.5000000e+00	  -8.1030000e+01	
   1.5625000e+00	  -8.2820000e+01	
   1.6250000e+00	  -8.2740000e+01	
   1.6875000e+00	  -8.1330000e+01	
   1.7500000e+00	  -8.0000000e+01	
   1.8125000e+00	  -7.6370000e+01	
   1.8750000e+00	  -7.4260000e+01	
   1.9375000e+00	  -7.0270000e+01	
   2.0000000e+00	  -6.9540000e+01	
   2.0625000e+00	  -6.7640000e+01	
   2.1250000e+00	  -6.8340000e+01	
   2.1875000e+00	  -6.8910000e+01	
   2.2500000e+00	  -7.0800000e+01	
   2.3125000e+00	  -7.2940000e+01	
   2.3750000e+00	  -7.5590000e+01	
   2.4375000e+00	  -7.8670000e+01	
   2.5000000e+00	  -8.1190000e+01	
   2.5625000e+00	  -8.1860000e+01	
   2.6250000e+00	  -8.2030000e+01	
   2.6875000e+00	  -8.1390000e+01	
   2.7500000e+00	  -7.9210000e+01	
   2.8125000e+00	  -7.6650000e+01	
   2.8750000e+00	  -7.4430000e+01	
   2.9375000e+00	  -7.0800000e+01	
   3.0000000e+00	  -6.9330000e+01	
   3.0625000e+00	  -6.8040000e+01	
   3.1250000e+00	  -6.7490000e+01	
   3.1875000e+00	  -6.8700000e+01	
   3.2500000e+00	  -7.0570000e+01	
   3.3125000e+00	  -7.2840000e+01	
   3.3750000e+00	  -7.5540000e+01	
   3.4375000e+00	  -7.8920000e+01	
   3.5000000e+00	  -8.0840000e+01	
   3.5625000e+00	  -8.2380000e+01	
   3.6250000e+00	  -8.2310000e+01	
   3.6875000e+00	  -8.1230000e+01	
   3.7500000e+00	  -7.9810000e+01	
   3.8125000e+00	  -7.6720000e+01	
   3.8750000e+00	  -7.3640000e+01	
   3.9375000e+00	  -7.1130000e+01	
   4.0000000e+00	  -6.8140000e+01	
   4.0625000e+00	  -6.8040000e+01	
   4.1250000e+00	  -6.7940000e+01	
   4.1875000e+00	  -6.9420000e+01	
   4.2500000e+00	  -7.0040000e+01	
   4.3125000e+00	  -7.2710000e+01	
   4.3750000e+00	  -7.6100000e+01	
   4.4375000e+00	  -7.8370000e+01	
   4.5000000e+00	  -8.0910000e+01	
   4.5625000e+00	  -8.2120000e+01	
   4.6250000e+00	  -8.2370000e+01	
   4.6875000e+00	  -8.1230000e+01	
   4.7500000e+00	  -7.9450000e+01	
   4.8125000e+00	  -7.5470000e+01	
   4.8750000e+00	  -7.4520000e+01	
   4.9375000e+00	  -7.2110000e+01	
   5.0000000e+00	  -6.9570000e+01	
